Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
GDS,Long,2020-11-03,87,2021-01-27,105.5878,21.37%,297.40,21.37%,16,1392.00,16807.70,58,5.13,-1.85%,32.93%,0/0
KURA,Long,2020-11-03,32.31,2020-11-04,31.3407,-3.00%,-15.51,-3.00%,16,516.96,14111.79,2,-7.75,-8.36%,3.93%,0/0
REPL,Long,2020-11-04,43.85,2020-11-20,50.42969,15.01%,105.28,15.00%,16,701.60,14515.66,13,8.10,-3.72%,25.09%,0/0
INZY,Long,2020-11-04,24.4,2020-12-10,23.668,-3.00%,-11.71,-3.00%,16,390.40,14813.48,26,-0.45,-6.52%,15.82%,0/0
DOYU,Long,2020-11-05,15.57,2020-11-06,15.1029,-3.00%,-7.47,-3.00%,16,249.12,14104.31,2,-3.74,-7.39%,0.64%,0/0
PLTR,Long,2020-11-05,11.04,2020-12-02,21.15,91.58%,161.76,91.58%,16,176.64,14902.49,19,8.51,-1.72%,203.44%,0/0
SNAP,Long,2020-11-06,42.64,2020-11-10,40.68,-4.60%,-31.36,-4.60%,16,682.24,14403.52,3,-10.45,-4.62%,6.94%,0/0
DLTH,Long,2020-11-06,16.4,2020-11-09,15.908,-3.00%,-7.87,-3.00%,16,262.40,14227.00,2,-3.94,-3.66%,3.54%,0/0
MCRB,Long,2020-11-17,35.75,2020-11-18,36.1785,1.20%,6.86,1.20%,16,572.00,14410.38,2,3.43,-1.82%,6.29%,0/0
TGTX,Long,2020-11-18,30.27,2020-11-20,29.3619,-3.00%,-14.53,-3.00%,16,484.32,14501.13,3,-4.84,-3.00%,4.23%,0/0
SNAP,Long,2020-11-19,41.9,2020-12-22,51.0836,21.92%,146.94,21.92%,16,670.40,15617.40,23,6.39,-4.63%,30.57%,0/0
NET,Long,2020-11-20,66.96,2020-12-23,81.52284,21.75%,233.00,21.75%,16,1071.36,16139.84,23,10.13,-3.54%,32.57%,0/0
SPWR,Long,2020-11-20,21.21,2020-12-02,20.5737,-3.00%,-10.18,-3.00%,16,339.36,14892.31,8,-1.27,-3.00%,15.04%,0/0
CRSP,Long,2020-11-25,111.21,2020-12-16,146.58,31.80%,565.92,31.80%,16,1779.36,15384.63,15,37.73,-2.43%,47.07%,0/0
SRRK,Long,2020-11-25,43.83,2020-12-04,42.5151,-3.00%,-21.04,-3.00%,16,701.28,14825.20,7,-3.01,-3.76%,16.93%,0/0
TXG,Long,2020-11-27,141.86,2020-12-21,150.4373,6.05%,137.24,6.05%,16,2269.76,15591.95,17,8.07,-0.74%,14.74%,0/0
ASO,Long,2020-11-27,17.15,2020-11-30,16.6355,-3.00%,-8.23,-3.00%,16,274.40,14492.89,2,-4.12,-5.80%,0.18%,0/0
NCNO,Long,2020-11-27,80.1,2020-12-15,77.697,-3.00%,-38.45,-3.00%,16,1281.60,14818.71,13,-2.96,-3.75%,12.63%,0/0
PACB,Long,2020-12-01,16.26,2020-12-16,20.64,26.94%,70.08,26.94%,16,260.16,15454.71,12,5.84,-1.23%,45.57%,0/0
REPL,Long,2020-12-02,53.85,2020-12-03,50.97,-5.35%,-46.08,-5.35%,16,861.60,14846.23,2,-23.04,-9.77%,1.75%,0/0
DNLI,Long,2020-12-03,63.27,2020-12-28,83.35,31.74%,321.28,31.74%,16,1012.32,16590.42,17,18.90,-1.04%,48.47%,0/0
UPWK,Long,2020-12-07,33.54,2020-12-24,39.01068,16.31%,87.53,16.31%,16,536.64,16227.37,14,6.25,-5.58%,23.48%,0/0
PDD,Long,2020-12-08,151.05,2020-12-10,155.91,3.22%,77.76,3.22%,16,2416.80,14891.24,3,25.92,-3.50%,7.98%,0/0
PINS,Long,2020-12-09,71.01,2020-12-10,68.8797,-3.00%,-34.08,-3.00%,16,1136.16,14857.16,2,-17.04,-5.01%,2.41%,0/0
UPWK,Long,2020-12-14,36.4,2020-12-24,39.01068,7.17%,41.77,7.17%,16,582.40,16269.14,9,4.64,-3.43%,13.78%,0/0
GRWG,Long,2020-12-15,34.1,2020-12-29,39.21671,15.01%,81.87,15.01%,16,545.60,16637.26,10,8.19,-5.28%,26.51%,0/0
KOD,Long,2020-12-16,134.1,2021-01-25,159.6077,19.02%,408.12,19.02%,16,2145.60,16484.73,26,15.70,-3.62%,26.76%,0/0
KIRK,Long,2020-12-17,18.71,2020-12-29,18.1487,-3.00%,-8.98,-3.00%,16,299.36,16628.28,8,-1.12,-3.00%,17.21%,0/0
EVH,Long,2020-12-18,15.41,2021-01-27,18.23477,18.33%,45.20,18.33%,16,246.56,16852.90,26,1.74,-3.37%,25.96%,0/0
LSPD,Long,2020-12-18,59.62,2020-12-21,57.8314,-3.00%,-28.62,-3.00%,16,953.92,15544.90,2,-14.31,-6.99%,0.77%,0/0
MGNI,Long,2020-12-18,20.42,2021-01-04,27.02,32.32%,105.60,32.32%,16,326.72,16597.77,10,10.56,-0.88%,61.61%,0/0
COHU,Long,2020-12-18,38.39,2020-12-21,37.2383,-3.00%,-18.43,-3.00%,16,614.24,15573.52,2,-9.21,-3.00%,5.09%,0/0
TXG,Long,2020-12-18,155.09,2020-12-21,150.4373,-3.00%,-74.44,-3.00%,16,2481.44,15470.46,2,-37.22,-9.21%,4.95%,0/0
DMRC,Long,2020-12-22,51.58,2020-12-29,50.0326,-3.00%,-24.76,-3.00%,16,825.28,16603.52,5,-4.95,-3.33%,7.75%,0/0
PINS,Long,2020-12-23,72.98,2020-12-28,70.7906,-3.00%,-35.03,-3.00%,16,1167.68,16555.39,3,-11.68,-3.64%,3.37%,0/0
GNRC,Long,2020-12-24,231.98,2020-12-29,225.0206,-3.00%,-111.35,-3.00%,16,3711.68,16492.17,3,-37.12,-3.00%,3.29%,0/0
LOVE,Long,2020-12-31,45.43,2021-01-04,43.85,-3.48%,-25.28,-3.48%,16,726.88,16468.71,2,-12.64,-5.39%,1.83%,0/0
BSIG,Long,2020-12-31,19.43,2021-01-04,18.8471,-3.00%,-9.33,-3.00%,16,310.88,16588.44,2,-4.66,-3.00%,1.18%,0/0
GRVY,Long,2020-12-31,196.77,2021-01-04,190.8669,-3.00%,-94.45,-3.00%,16,3148.32,16493.99,2,-47.22,-9.44%,0.20%,0/0
PLUG,Long,2021-01-04,34.67,2021-01-05,33.09,-4.56%,-25.28,-4.56%,16,554.72,16443.43,2,-12.64,-11.19%,0.72%,0/0
HALO,Long,2021-01-06,43.75,2021-01-11,42.4375,-3.00%,-21.00,-3.00%,16,700.00,16371.26,4,-5.25,-5.39%,4.59%,0/0
OCUL,Long,2021-01-07,21.28,2021-01-12,21.5922,1.47%,5.00,1.47%,16,340.48,16376.26,4,1.25,-1.79%,11.28%,0/0
CRNC,Long,2021-01-07,106.61,2021-01-08,103.4117,-3.00%,-51.17,-3.00%,16,1705.76,16392.26,2,-25.59,-3.00%,6.83%,0/0
XPEL,Long,2021-01-07,52.94,2021-01-19,51.3518,-3.00%,-25.41,-3.00%,16,847.04,16124.73,8,-3.18,-3.45%,14.79%,0/0
SNAP,Long,2021-01-11,53.92,2021-01-14,54.435,0.96%,8.24,0.96%,16,862.72,16373.81,4,2.06,-5.25%,6.44%,0/0
OCUL,Long,2021-01-11,22.26,2021-01-12,21.5922,-3.00%,-10.68,-3.00%,16,356.16,16365.57,2,-5.34,-4.49%,6.38%,0/0
TGTX,Long,2021-01-13,53.54,2021-01-14,51.9338,-3.00%,-25.70,-3.00%,16,856.64,16150.14,2,-12.85,-3.00%,5.98%,0/0
HUBS,Long,2021-01-13,412.44,2021-01-14,400.0668,-3.00%,-197.97,-3.00%,16,6599.04,16175.84,2,-98.99,-3.01%,0.54%,0/0
LSPD,Long,2021-01-13,69.65,2021-01-27,67.5605,-3.00%,-33.43,-3.00%,16,1114.40,16819.46,10,-3.34,-3.24%,13.47%,0/0
FRHC,Long,2021-01-14,51.94,2021-01-27,50.3818,-3.00%,-24.93,-3.00%,16,831.04,16831.31,9,-2.77,-5.26%,5.89%,0/0
INSP,Long,2021-01-14,202.08,2021-01-26,212.6684,5.24%,169.41,5.24%,16,3233.28,16654.15,8,21.18,-0.76%,13.56%,0/0
DOMO,Long,2021-01-14,65.67,2021-01-27,67.96844,3.50%,36.77,3.50%,16,1050.72,16856.24,9,4.09,-1.55%,17.04%,0/0
JOE,Long,2021-01-20,45.92,2021-01-22,44.5424,-3.00%,-22.04,-3.00%,16,734.72,16076.61,3,-7.35,-5.23%,1.84%,0/0
GRWG,Long,2021-01-20,52.53,2021-01-21,50.9,-3.10%,-26.08,-3.10%,16,840.48,16098.65,2,-13.04,-5.04%,2.53%,0/0
AHCO,Long,2021-01-22,38.4,2021-01-27,37.248,-3.00%,-18.43,-3.00%,16,614.40,16812.88,4,-4.61,-3.62%,1.17%,0/0
NIO,Long,2021-01-22,60.19,2021-01-27,58.3843,-3.00%,-28.89,-3.00%,16,963.04,16783.98,4,-7.22,-3.72%,7.19%,0/0
ENPH,Long,2021-01-25,214.6,2021-01-26,208.162,-3.00%,-103.01,-3.00%,16,3433.60,16551.14,2,-51.50,-6.64%,3.18%,0/0
NET,Long,2021-01-25,85.09,2021-01-26,82.53729,-3.00%,-40.84,-3.00%,16,1361.44,16510.30,2,-20.42,-8.80%,2.42%,0/0
DKNG,Long,2021-01-28,56.79,2021-01-29,55.0863,-3.00%,-27.26,-3.00%,16,908.64,16756.73,2,-13.63,-7.11%,1.94%,0/0
CTRN,Long,2021-01-29,60.45,2021-02-01,58.6365,-3.00%,-29.02,-3.00%,16,967.20,16698.30,2,-14.51,-4.45%,0.61%,0/0
AHCO,Long,2021-02-01,38.95,2021-02-02,37.7815,-3.00%,-18.70,-3.00%,16,623.20,16679.60,2,-9.35,-3.00%,6.75%,0/0
TME,Long,2021-02-02,27.62,2021-02-03,26.7914,-3.00%,-13.26,-3.00%,16,441.92,16666.35,2,-6.63,-4.13%,1.34%,0/0
BLDP,Long,2021-02-02,36.09,2021-02-16,35.0073,-3.00%,-17.32,-3.00%,16,577.44,16536.27,10,-1.73,-3.05%,17.15%,0/0
LXRX,Long,2021-02-02,8.54,2021-02-08,8.2838,-3.00%,-4.10,-3.00%,16,136.64,16634.01,5,-0.82,-3.00%,13.00%,0/0
DMTK,Long,2021-02-03,44.38,2021-02-25,69,55.48%,393.92,55.48%,16,710.08,16462.80,16,24.62,-0.86%,90.38%,0/0
DDD,Long,2021-02-03,39.64,2021-02-16,47.54,19.93%,126.40,19.93%,16,634.24,16662.67,9,14.04,-2.14%,42.53%,0/0
CRNC,Long,2021-02-03,118.83,2021-02-08,115.2651,-3.00%,-57.04,-3.00%,16,1901.28,16576.98,4,-14.26,-3.32%,6.40%,0/0
VERI,Long,2021-02-04,42.6,2021-02-17,41.322,-3.00%,-20.45,-3.00%,16,681.60,16642.22,9,-2.27,-3.00%,18.17%,0/0
CTRN,Long,2021-02-04,61.6,2021-03-04,76.35558,23.95%,236.09,23.95%,16,985.60,16698.89,20,11.80,-2.50%,40.15%,0/0
INSG,Long,2021-02-04,19.07,2021-02-11,19.71,3.36%,10.24,3.36%,16,305.12,16608.45,6,1.71,-0.57%,13.84%,0/0
FCEL,Long,2021-02-04,23.42,2021-02-10,26.93417,15.01%,56.23,15.00%,16,374.72,16618.56,5,11.25,-1.67%,24.68%,0/0
NIO,Long,2021-02-04,58.82,2021-02-05,57.0554,-3.00%,-28.23,-3.00%,16,941.12,16638.11,2,-14.12,-3.00%,0.65%,0/0
CHWY,Long,2021-02-05,107.9,2021-02-17,109.2511,1.25%,21.62,1.25%,16,1726.40,16663.84,8,2.70,-1.98%,11.21%,0/0
OMI,Long,2021-02-08,30.51,2021-02-09,29.5947,-3.00%,-14.64,-3.00%,16,488.16,16562.33,2,-7.32,-3.48%,3.15%,0/0
FCEL,Long,2021-02-08,24.64,2021-02-10,26.93417,9.31%,36.71,9.31%,16,394.24,16655.26,3,12.24,-2.31%,18.51%,0/0
ZS,Long,2021-02-08,220.09,2021-02-23,206.84,-6.02%,-212.00,-6.02%,16,3521.44,16091.80,11,-19.27,-7.65%,4.90%,0/0
NIO,Long,2021-02-08,59.3,2021-02-17,58.03,-2.14%,-20.32,-2.14%,16,948.80,16643.52,7,-2.90,-5.26%,8.94%,0/0
NVCR,Long,2021-02-08,180.09,2021-02-18,174.6873,-3.00%,-86.44,-3.00%,16,2881.44,16321.37,8,-10.81,-3.30%,8.14%,0/0
TLS,Long,2021-02-09,40.39,2021-02-10,39.1783,-3.00%,-19.39,-3.00%,16,646.24,16598.21,2,-9.69,-6.39%,0.57%,0/0
NSTG,Long,2021-02-09,78.47,2021-02-10,76.11591,-3.00%,-37.67,-3.00%,16,1255.52,16617.60,2,-18.83,-3.00%,3.99%,0/0
INSG,Long,2021-02-10,20.45,2021-02-11,19.71,-3.62%,-11.84,-3.62%,16,327.20,16596.61,2,-5.92,-5.53%,6.16%,0/0
AVIR,Long,2021-02-11,89.62,2021-02-12,86.9314,-3.00%,-43.02,-3.00%,16,1433.92,16553.59,2,-21.51,-3.00%,5.08%,0/0
CHWY,Long,2021-02-12,112.63,2021-02-17,109.2511,-3.00%,-54.06,-3.00%,16,1802.08,16589.46,3,-18.02,-3.57%,6.54%,0/0
NIO,Long,2021-02-16,61.15,2021-02-17,58.03,-5.10%,-49.92,-5.10%,16,978.40,16407.81,2,-24.96,-5.28%,1.62%,0/0
CPRI,Long,2021-02-16,46.72,2021-02-17,45.3184,-3.00%,-22.43,-3.00%,16,747.52,16457.73,2,-11.21,-3.00%,1.99%,0/0
APPN,Long,2021-02-16,227.71,2021-02-17,220.8787,-3.00%,-109.30,-3.00%,16,3643.36,16480.16,2,-54.65,-5.36%,3.81%,0/0
MRVI,Long,2021-02-19,36.6,2021-02-22,35.502,-3.00%,-17.57,-3.00%,16,585.60,16303.80,2,-8.78,-4.48%,3.25%,0/0
CPRI,Long,2021-02-22,47.75,2021-02-23,46.3175,-3.00%,-22.92,-3.00%,16,764.00,16068.88,2,-11.46,-4.96%,1.20%,0/0
AR,Long,2021-03-04,10.11,2021-03-05,9.8067,-3.00%,-4.85,-3.00%,16,161.76,16694.04,2,-2.43,-7.62%,0.45%,0/0
ACRS,Long,2021-03-11,23.92,2021-03-17,23.2024,-3.00%,-11.48,-3.00%,16,382.72,16418.30,5,-2.30,-3.00%,10.77%,0/0
SNBR,Long,2021-03-11,143.1,2021-03-16,140.747,-1.64%,-37.65,-1.64%,16,2289.60,16656.39,4,-9.41,-3.56%,4.23%,0/0
W,Long,2021-03-15,326.99,2021-03-16,317.1803,-3.00%,-156.96,-3.00%,16,5231.84,16429.79,2,-78.48,-4.58%,1.29%,0/0
SNBR,Long,2021-03-15,145.1,2021-03-16,140.747,-3.00%,-69.65,-3.00%,16,2321.60,16586.74,2,-34.82,-3.00%,2.80%,0/0
W,Long,2021-03-18,331.3,2021-03-25,321.361,-3.00%,-159.02,-3.00%,16,5300.80,16028.62,6,-26.50,-4.54%,7.44%,0/0
VSTO,Long,2021-03-18,33.6,2021-03-23,32.592,-3.00%,-16.13,-3.00%,16,537.60,16402.18,4,-4.03,-4.73%,5.95%,0/0
ASO,Long,2021-03-22,26.14,2021-03-23,25.3558,-3.00%,-12.55,-3.00%,16,418.24,16295.27,2,-6.27,-4.96%,0.74%,0/0
ABNB,Long,2021-03-22,196.59,2021-03-23,190.6923,-3.00%,-94.36,-3.00%,16,3145.44,16307.81,2,-47.18,-3.00%,3.41%,0/0
ETSY,Long,2021-03-23,224.21,2021-03-24,217.4837,-3.00%,-107.62,-3.00%,16,3587.36,16187.64,2,-53.81,-3.00%,3.18%,0/0
CAR,Long,2021-03-30,70.85,2021-04-20,73.10126,3.18%,36.02,3.18%,16,1133.60,15949.89,15,2.40,-8.34%,7.27%,0/0
DAR,Long,2021-03-31,74.28,2021-04-07,72.05161,-3.00%,-35.65,-3.00%,16,1188.48,15974.06,5,-7.13,-3.68%,1.47%,0/0
CPE,Long,2021-04-01,39.38,2021-04-05,38.1986,-3.00%,-18.90,-3.00%,16,630.08,16009.72,2,-9.45,-3.00%,4.60%,0/0
RXT,Long,2021-04-01,24.47,2021-05-04,23.7359,-3.00%,-11.75,-3.00%,16,391.52,15377.03,23,-0.51,-3.00%,8.01%,0/0
CTRN,Long,2021-04-05,85.83,2021-04-20,98.70879,15.01%,206.06,15.01%,16,1373.28,16155.95,12,17.17,-2.64%,21.81%,0/0
TRIP,Long,2021-04-06,57.1,2021-04-07,55.387,-3.00%,-27.41,-3.00%,16,913.60,15925.05,2,-13.70,-5.59%,1.03%,0/0
BOOT,Long,2021-04-06,63.85,2021-04-13,65.0191,1.83%,18.71,1.83%,16,1021.60,15916.47,6,3.12,0.00%,8.66%,0/0
VCEL,Long,2021-04-06,56.84,2021-04-07,55.1348,-3.00%,-27.28,-3.00%,16,909.44,15897.77,2,-13.64,-5.82%,0.37%,0/0
SGRY,Long,2021-04-06,45.01,2021-04-07,43.6597,-3.00%,-21.60,-3.00%,16,720.16,15952.46,2,-10.80,-3.42%,2.09%,0/0
GT,Long,2021-04-07,17.99,2021-04-13,17.4503,-3.00%,-8.64,-3.00%,16,287.84,15907.84,5,-1.73,-3.95%,1.28%,0/0
VCEL,Long,2021-04-08,57.15,2021-04-19,58.855,2.98%,27.28,2.98%,16,914.40,15908.33,8,3.41,-3.62%,5.84%,0/0
CRTO,Long,2021-04-08,36.07,2021-04-14,37.33245,3.50%,20.20,3.50%,16,577.12,15895.86,5,4.04,-1.83%,8.32%,0/0
RBLX,Long,2021-04-09,72.96,2021-04-19,75.7343,3.80%,44.39,3.80%,16,1167.36,15952.72,7,6.34,-3.78%,14.32%,0/0
BOOT,Long,2021-04-09,67.03,2021-04-13,65.0191,-3.00%,-32.17,-3.00%,16,1072.48,15875.66,3,-10.72,-3.00%,3.51%,0/0
CRTO,Long,2021-04-12,36.97,2021-04-14,37.33245,0.98%,5.80,0.98%,16,591.52,15901.66,3,1.93,-3.46%,5.68%,0/0
SLQT,Long,2021-04-13,32.13,2021-04-19,31.1661,-3.00%,-15.42,-3.00%,16,514.08,15937.29,5,-3.08,-3.39%,2.71%,0/0
UPWK,Long,2021-04-13,48.88,2021-04-14,50.2877,2.88%,22.52,2.88%,16,782.08,15881.05,2,11.26,-1.39%,3.58%,0/0
SONO,Long,2021-04-13,42.57,2021-04-20,41.2929,-3.00%,-20.43,-3.00%,16,681.12,16135.51,6,-3.41,-3.33%,5.05%,0/0
APPS,Long,2021-04-13,89.87,2021-04-14,87.1739,-3.00%,-43.14,-3.00%,16,1437.92,15858.52,2,-21.57,-5.19%,3.85%,0/0
COHU,Long,2021-04-16,48.81,2021-04-19,47.3457,-3.00%,-23.43,-3.00%,16,780.96,15913.87,2,-11.71,-3.61%,0.37%,0/0
SE,Long,2021-04-19,254.47,2021-04-20,246.8359,-3.00%,-122.15,-3.00%,16,4071.52,15967.02,2,-61.07,-3.00%,2.78%,0/0
VCEL,Long,2021-04-19,59.19,2021-04-20,55.21,-6.72%,-63.68,-6.72%,16,947.04,15903.34,2,-31.84,-10.24%,7.35%,0/0
DY,Long,2021-04-19,96.55,2021-04-20,93.6535,-3.00%,-46.34,-3.00%,16,1544.80,16089.17,2,-23.17,-3.05%,0.18%,0/0
MIDD,Long,2021-04-20,169.89,2021-04-21,164.7933,-3.00%,-81.55,-3.00%,16,2718.24,15821.80,2,-40.77,-6.83%,0.78%,0/0
VSTO,Long,2021-04-20,33.8,2021-04-21,32.36,-4.26%,-23.04,-4.26%,16,540.80,15798.76,2,-11.52,-7.84%,2.60%,0/0
BOOT,Long,2021-04-22,68.92,2021-04-30,71.3322,3.50%,38.60,3.50%,16,1102.72,15409.07,7,5.51,-1.02%,6.89%,0/0
GT,Long,2021-04-23,18.41,2021-04-29,17.8577,-3.00%,-8.84,-3.00%,16,294.56,15370.48,5,-1.77,-4.18%,1.36%,0/0
FCNCA,Long,2021-04-23,873.84,2021-04-29,847.6248,-3.00%,-419.44,-3.00%,16,13981.44,15379.31,5,-83.89,-4.16%,2.32%,0/0
SONO,Long,2021-04-26,42.29,2021-04-30,41.0213,-3.00%,-20.30,-3.00%,16,676.64,15388.77,5,-4.06,-3.97%,2.60%,0/0
EXPE,Long,2021-04-26,180.19,2021-05-04,174.7843,-3.00%,-86.49,-3.00%,16,2883.04,15290.54,7,-12.36,-3.17%,0.74%,0/0
CPRI,Long,2021-04-26,54.41,2021-05-10,57.0673,4.88%,42.52,4.88%,16,870.56,15339.77,11,3.87,-3.38%,9.41%,0/0
CRTO,Long,2021-04-26,37.44,2021-05-06,38.65,3.23%,19.36,3.23%,16,599.04,15297.26,9,2.15,-2.24%,13.51%,0/0
THC,Long,2021-04-28,57.78,2021-05-12,62.1449,7.55%,69.84,7.55%,16,924.48,15419.93,11,6.35,-2.77%,17.43%,0/0
FNKO,Long,2021-05-03,22.15,2021-05-04,21.36,-3.57%,-12.64,-3.57%,16,354.40,15277.90,2,-6.32,-5.51%,0.18%,0/0
ANF,Long,2021-05-06,39.58,2021-05-11,40.225,1.63%,10.32,1.63%,16,633.28,15350.09,4,2.58,-2.65%,6.87%,0/0
RBLX,Long,2021-05-21,77.69,2021-06-07,93.28,20.07%,249.44,20.07%,16,1243.04,15662.78,11,22.68,-0.49%,33.69%,0/0
SEAS,Long,2021-05-25,54.19,2021-06-10,54.9699,1.44%,12.48,1.44%,16,867.04,15675.26,12,1.04,-2.51%,7.51%,0/0
FNKO,Long,2021-05-26,25.51,2021-06-01,25.899,1.52%,6.22,1.52%,16,408.16,15426.15,4,1.56,-3.57%,6.62%,0/0
FNKO,Long,2021-05-28,26.7,2021-06-01,25.899,-3.00%,-12.82,-3.00%,16,427.20,15413.34,2,-6.41,-3.71%,1.87%,0/0
BNTX,Long,2021-05-28,203.6,2021-06-14,219.2483,7.69%,250.37,7.69%,16,3257.60,15898.43,11,22.76,-3.50%,22.52%,0/0
OVV,Long,2021-06-01,27.09,2021-06-14,28.75759,6.16%,26.68,6.16%,16,433.44,15925.11,10,2.67,-4.71%,11.15%,0/0
CLDX,Long,2021-06-07,28.86,2021-06-15,29.9063,3.63%,16.74,3.63%,16,461.76,15941.85,7,2.39,-4.37%,7.97%,0/0
TV,Long,2021-06-07,13.9,2021-06-15,13.483,-3.00%,-6.67,-3.00%,16,222.40,15935.18,7,-0.95,-3.57%,5.01%,0/0
SEAS,Long,2021-06-07,56.67,2021-06-10,54.9699,-3.00%,-27.20,-3.00%,16,906.72,15648.06,4,-6.80,-3.23%,2.81%,0/0
SE,Long,2021-06-08,260.62,2021-06-30,279.3486,7.19%,299.66,7.19%,16,4169.92,15895.70,17,17.63,-1.44%,14.25%,0/0
CROX,Long,2021-06-09,107.26,2021-06-16,111.96,4.38%,75.20,4.38%,16,1716.16,15818.76,6,12.53,-3.94%,7.56%,0/0
BGNE,Long,2021-06-11,354.67,2021-06-15,343.5,-3.15%,-178.72,-3.15%,16,5674.72,15756.46,3,-59.57,-4.05%,0.92%,0/0
CROX,Long,2021-06-11,108.64,2021-06-16,111.96,3.06%,53.12,3.06%,16,1738.24,15871.88,4,13.28,-3.30%,6.19%,0/0
SNAP,Long,2021-06-11,62.96,2021-06-16,61.0712,-3.00%,-30.22,-3.00%,16,1007.36,15841.66,4,-7.56,-3.00%,4.29%,0/0
GTBP,Long,2021-06-11,17.98,2021-06-15,17.7219,-1.44%,-4.13,-1.44%,16,287.68,15752.33,3,-1.38,-4.45%,9.75%,0/0
GTBP,Long,2021-06-14,18.27,2021-06-15,17.7219,-3.00%,-8.77,-3.00%,16,292.32,15743.56,2,-4.38,-3.67%,8.01%,0/0
ZBRA,Long,2021-06-16,511.7,2021-06-18,496.349,-3.00%,-245.62,-3.00%,16,8187.20,15596.04,3,-81.87,-3.00%,0.27%,0/0
BOOT,Long,2021-06-21,78.01,2021-07-06,82.7958,6.13%,76.57,6.13%,16,1248.16,15967.85,11,6.96,-2.92%,11.14%,0/0
LIVN,Long,2021-06-23,84.79,2021-07-06,82.2463,-3.00%,-40.70,-3.00%,16,1356.64,15927.15,9,-4.52,-3.00%,3.04%,0/0
SNAP,Long,2021-06-23,64.73,2021-07-07,67.3083,3.98%,41.25,3.98%,16,1035.68,15962.89,10,4.13,-2.52%,8.51%,0/0
ZBRA,Long,2021-06-24,507.1,2021-07-13,538.3285,6.16%,499.66,6.16%,16,8113.60,16093.71,13,38.44,-1.10%,8.46%,0/0
SUP,Long,2021-06-29,9.22,2021-06-30,8.9434,-3.00%,-4.43,-3.00%,16,147.52,15891.27,2,-2.21,-7.16%,2.39%,0/0
EXTR,Long,2021-07-01,11.48,2021-07-06,11.1356,-3.00%,-5.51,-3.00%,16,183.68,15921.64,3,-1.84,-3.75%,2.53%,0/0
SNAP,Long,2021-07-06,69.39,2021-07-07,67.3083,-3.00%,-33.31,-3.00%,16,1110.24,15929.58,2,-16.65,-3.00%,1.22%,0/0
RH,Long,2021-07-07,699.02,2021-07-08,678.0494,-3.00%,-335.53,-3.00%,16,11184.32,15594.05,2,-167.76,-3.00%,3.58%,0/0
MYGN,Long,2021-07-07,31.89,2021-07-14,33.00615,3.50%,17.86,3.50%,16,510.24,16111.57,6,2.98,-2.07%,6.68%,0/0
EVH,Long,2021-07-07,21.41,2021-07-15,22.3353,4.32%,14.80,4.32%,16,342.56,16126.37,7,2.11,-2.75%,7.94%,0/0
EVH,Long,2021-07-08,21.58,2021-07-15,22.3353,3.50%,12.08,3.50%,16,345.28,16138.46,6,2.01,-3.51%,7.09%,0/0
ALGN,Long,2021-07-09,627.06,2021-07-19,608.2482,-3.00%,-300.99,-3.00%,16,10032.96,15761.05,7,-43.00,-3.00%,4.27%,0/0
FOXF,Long,2021-07-12,159.21,2021-07-15,154.4337,-3.00%,-76.42,-3.00%,16,2547.36,16062.04,4,-19.11,-3.97%,0.24%,0/0
IMAB,Long,2021-07-21,77.89,2021-07-23,75.5533,-3.00%,-37.39,-3.00%,16,1246.24,15723.66,3,-12.46,-4.61%,1.36%,0/0
IDT,Long,2021-07-26,50.95,2021-07-27,49.4215,-3.00%,-24.46,-3.00%,16,815.20,15675.24,2,-12.23,-3.00%,3.04%,0/0
CUTR,Long,2021-07-26,49.93,2021-07-27,48.4321,-3.00%,-23.97,-3.00%,16,798.88,15699.69,2,-11.98,-4.47%,1.14%,0/0
CUTR,Long,2021-07-28,50.6,2021-08-03,52.371,3.50%,28.34,3.50%,16,809.60,15703.57,5,5.67,-3.16%,6.26%,0/0
DXC,Long,2021-07-29,40.09,2021-08-05,40.9812,2.22%,14.26,2.22%,16,641.44,15418.46,6,2.38,-0.70%,10.20%,0/0
SKY,Long,2021-07-29,55.5,2021-08-17,59.9225,7.97%,70.76,7.97%,16,888.00,15356.43,14,5.05,-2.08%,15.73%,0/0
EVRI,Long,2021-08-02,23.59,2021-08-03,22.8823,-3.00%,-11.32,-3.00%,16,377.44,15692.25,2,-5.66,-3.73%,0.89%,0/0
RVLV,Long,2021-08-02,72.11,2021-08-05,63.3,-12.22%,-140.96,-12.22%,16,1153.76,15277.50,4,-35.24,-12.44%,3.76%,0/0
NVDA,Long,2021-08-02,198.63,2021-08-18,192.6711,-3.00%,-95.34,-3.00%,16,3178.08,15297.95,13,-7.33,-3.40%,4.21%,0/0
HUBS,Long,2021-08-02,600.1,2021-08-03,582.0969,-3.00%,-288.05,-3.00%,16,9601.60,15404.20,2,-144.02,-3.00%,0.46%,0/0
SE,Long,2021-08-04,286.62,2021-08-16,297.2521,3.71%,170.11,3.71%,16,4585.92,15323.88,9,18.90,-0.94%,9.90%,0/0
FYBR,Long,2021-08-04,30.17,2021-08-10,29.2649,-3.00%,-14.48,-3.00%,16,482.72,15183.37,5,-2.90,-3.00%,5.72%,0/0
